rank,channel_id,channel_name,channel_url,subscribers,video_count,total_views,description,published_at,country,custom_url,default_language,thumbnail_url,topic_categories,privacy_status,is_linked,made_for_kids,channel_keywords,uploads_playlist_id,instagram_url,x_url,tiktok_url
49,UCdSPo9Iefw1REMBTPqm7DwQ,Hidetada Yamagishi - Big Hide Channel OFFICIAL,https://youtube.com/@@hideyamagishi,374000,1572,164132461,"BIG HIDE CHANNEL / Big Hide

With 11 Mr. Olympia appearances (2007 – 2020, Open & 212), a 2023 Masters Olympia 212 championship, and 2016 Arnold Classic 212 victory, IFBB Pro Hidetada Yamagishi—“Big Hide”—remains the only Japanese athlete ever to battle on bodybuilding’s Olympia stage. This is his official channel.

Broadcasting straight from his Las Vegas home gym:

・Real‑world cutting & bulking meals, supplement stacks, and daily routines
・Pro‑level chest, back, and leg training techniques—direct from an IFBB veteran
・Collaborations with Ms. Olympia Iris Kyle and other world‑class athletes
・A “train‑for‑life” philosophy tailored to masters lifters and anyone chasing longevity

We typically drop 2–3 new videos each week plus one weekly live stream (schedule subject to change).

From first‑time lifters to serious competitors, discover proven methods to steadily level‑up your physique.

👉 Hit Subscribe and ring the bell to keep growing alongside Big Hide!
",2010-04-20T00:11:48Z,US,@hideyamagishi,en,https://yt3.ggpht.com/9vnIqdRyhgFAH6SRq4jqItkZAsBUCPSwEHIC9DwiTIIfjZWu8nyoGqqxPh-j27Bx_7vpiAkqWA=s800-c-k-c0x00ffffff-no-rj,"Physical fitness, Lifestyle (sociology), Health",public,True,False,"ボディビル ダイエット サプリメント 山岸秀匡 ヒデタダヤマギシ ""Hidetada Yamagishi"" IFBBプロ ボディビルダー フィジーク 食事 筋肉 トレーニング アメリカ フィットネス 家トレ 自宅トレ バルクアップ",UUdSPo9Iefw1REMBTPqm7DwQ,,,
50,UCZqGv6vFFQ0xfXxb9NaexrQ,タイムアタック,https://youtube.com/@@timeattack_shorts,361000,1320,1961917227,,2021-06-30T08:02:52.397573Z,JP,@timeattack_shorts,,https://yt3.ggpht.com/b3_A_4BJgbUuAKkSH5UyAUdjzRJvNEPXeF2cGs8AQk7OHZime3oRgeXWK2CZtvx5GkP48ShiXw=s800-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Entertainment",public,True,False,,UUZqGv6vFFQ0xfXxb9NaexrQ,,,
51,UCdzrXxMHyQ9ZbZhgS5y9thg,ジェシーズトレVLOG,https://youtube.com/@@ジェシーズトレ,327000,580,104538032,"ジェシーズトレVLOGのShinです！

このチャンネルは
キャリステニクス(自重トレ)をベースとした、


《《強く美しい体》》


を作る方法を配信しています！

僕の目標はずばり、


《《場所にとらわれないボディメイク！！》》


を日本で当たり前にすること！


このキャリステニクスというトレーニングをもっともっと日本の人に知ってもらうために日々情報発信をしています！
一緒に理想の【強く美しい体】を手にいれましょう！





",2019-05-28T07:44:28Z,JP,@ジェシーズトレ,,https://yt3.ggpht.com/dDMNslFSaSC8nLJ1LPb6ugNbebgsMZEFdru9im_tl6fM2A9CoeFqpvg2sbnr8fSLnQB1QV7LE6A=s800-c-k-c0x00ffffff-no-rj,"Health, Lifestyle (sociology), Physical fitness",public,True,False,,UUdzrXxMHyQ9ZbZhgS5y9thg,,,
52,UCb-YblEIoA8fdgfVhgG4tBA,横川くんの筋肉ちゃんねる,https://youtube.com/@@yokokawa_naotaka,319000,242,113090458,"お前もボディビルダーにならないか？

【横川尚隆】
Instagram：https://instagram.com/yokokawa_naotaka?utm_medium=copy_link

Twitter：https://twitter.com/yokokawanaotaka?s=21

横川尚隆監修プロテイン『THE BUILD』　
https://shop.the-build.online/

【経歴】
ALL JAPAN MEN'S PHYSIQUE 優勝
JBBF日本ジュニアボディビル選手権　優勝
JBBF日本ボディビル選手権　優勝
日本人男子初のIFBB ELITE PROに選出

※お仕事のご依頼•お問合せは本人のTwitterまたはInstagramのDMにて承っております。",2022-01-17T01:59:26.209869Z,JP,@yokokawa_naotaka,,https://yt3.ggpht.com/30vKCV5R0Be4FDklTTZ1aBmplPyH94TM3qtwUenmq8gbo7qu8Kj7H7io-pIDh_4j_W6XXIbREg=s800-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Physical fitness, Health",public,True,False,筋トレ 筋肉 トレーニング ボディビル 横川 よこかわ きんにく プロテイン サプリ トレーニング解説 筋トレ　やり方 筋トレ初心者 マッチョ フィットネス フィジーク,UUb-YblEIoA8fdgfVhgG4tBA,https://instagram.com/yokokawa_naotaka,https://twitter.com/yokokawanaotaka,
53,UCUz2jRRS1QTgrFAlYuKU5aQ,クライムライフ【Climb Life】,https://youtube.com/@@-climblife,318000,1041,247332136,"主に自重トレーニングをメインに動画を上げていきたいです‼️
また、このチャンネルを通して自分も成長していきたいと思っています！

当チャンネルは、Amazon.co.jpを宣伝しリンクすることによってサイトが紹介料を獲得できる手段を提供することを目的に設定されたアフィリエイトプログラムである、Amazonアソシエイト・プログラムの参加者です。




",2020-08-18T05:48:54.864125Z,JP,@-climblife,,https://yt3.ggpht.com/32mxoWkMZf141ADqBV-Mt8zN7RycQQ4JjtnWlqbkc_1FHZlDCmVS-2MvmTC6tIInE7h_hX2aYP0=s800-c-k-c0x00ffffff-no-rj,"Health, Lifestyle (sociology), Physical fitness",public,True,False,,UUUz2jRRS1QTgrFAlYuKU5aQ,,,
54,UC6rrGfyEDLdIkNB-uQmR-pw,🐏ゆるぺち🐏,https://youtube.com/@@yurupehi,313000,743,68311889,"若返り美痩せボディを作りたい！
をコンセプトに改めて発信して行きます


顔出し辞めました！羊になりました！
よろしくお願いします
",2022-05-13T04:57:01.502119Z,JP,@yurupehi,,https://yt3.ggpht.com/lIfY6JSdefMV72XYC6NhsLLsr5mD5QTjnbxWPICU9BhpOAJcN2mKyTXfqL94E8DLCgiQ_U8ggw=s800-c-k-c0x00ffffff-no-rj,"Physical fitness, Health, Lifestyle (sociology)",public,True,False,ダイエット 痩せる 宅トレ トレーニング エクササイズ,UU6rrGfyEDLdIkNB-uQmR-pw,,,
55,UCh1Ks51dN24qWaIXsgPJe9A,りせともよ,https://youtube.com/@@risetomoyo,302000,496,200957610,デブの爆美女までの道,2020-03-05T17:22:50.259118Z,JP,@risetomoyo,,https://yt3.ggpht.com/F9M4e5C5ugRkpfrdiEjoWJ8u_ACOoeLgxStqymTGSpwdQe1qrTWmdg8vPNCVu8KSfat-QVy3Fw=s800-c-k-c0x00ffffff-no-rj,"Fashion, Lifestyle (sociology)",public,True,False,,UUh1Ks51dN24qWaIXsgPJe9A,,,
56,UC5QthuOAVq9UH8n4X9a9ASg,【お家で楽トレ】 フジヤ シュウヘイ,https://youtube.com/@@お家で楽トレフジヤシュウヘイ,296000,594,52795791,"📌 セミナーお申込み
🎁 5日間の楽トレ動画プレゼントはこちら
👉 https://lit.link/fujiya228
",2021-06-04T11:28:42.131629Z,JP,@お家で楽トレフジヤシュウヘイ,,https://yt3.ggpht.com/JfNZVfvMNWsUUGjGXzn3I5TwK0GeRdcnRBqE6wxt6y1_VD_8Zo386LpL0O5v3ZLAn-gu9zcj=s800-c-k-c0x00ffffff-no-rj,"Health, Lifestyle (sociology), Physical fitness",public,True,False,,UU5QthuOAVq9UH8n4X9a9ASg,,,
57,UCpTzpdR5WbXuEkWa6NKF98g,かえるのコはカエルCH,https://youtube.com/@@kaerunoko39,286000,2626,427563568,"＼毎日がハプニング！／

子供たちの悩みや
家族の悩みに
全力で向き合っていく
リアルな日常を…
「笑ってたらなんとかなる」を
モットーにお届けしてます♪

ママ目線の「育児★奮闘記」でもあるので
家族でみて、
ほっこりしてもらえたら嬉しいです★

＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊
　一度見たら
　感動の沼が…きっとクセになる！
＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊

こんな動画をお届け中♪
↓
・育児日記
・おでかけVLOG
・ダンス
・料理
・スポーツ
・チャレンジ

☆メンバー紹介☆

★かえるパパ★
元ワタナベエンターテインメント所属の芸人
レッドカーペット出演経験者

★えにしくん★(小6)
2014年2月18日生まれの11歳児
「お調子者のナイーブBOY」

★いとちゃん★(小4)
2015年8月7日生まれの9歳児
「マイペースな最強ガール」

★かえるママ★
元大道具をやっていた
完全裏方さん。
企画＆撮影＆編集を担当。

★かえる家☆応援団★
「じゃくC」

★生息地★
福岡県糸島市

＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊

☆かえるCHの軌跡☆

2017.01.15　配信スタート!!!
2017.11.08　チャンネル登録者1000人達成!
2018.11.19　チャンネル登録者1万人達成!
2019.03.01　UUUM専属クリエイターになる
2022.02.28　UUUM卒業　
2022.04.02　チャンネル登録者10万人達成!　

2021年
・みんなのダーウィン！特派員任命
・「きかんしゃトーマス」公式アンバサダーmini就任

☆メディア出演☆

2019.10.28
TNC『ももち浜ストア』ゴリ押しのコーナーで
福岡で活躍する動画クリエイターとして家族で出演。

2021.11.29
日本テレビ『バゲット』
TikTok映像にて出演。

2022.02.23
テレビ東京『本家が聴かせてもらいます』
TikTok映像にて出演。


▼お手紙などの宛先はこちら♪
〒150-0041
東京都渋谷区道玄坂2-25-12 道玄坂通6階
PPPSTUDIO株式会社　かえるのコはカエルCH 宛
（※所属ではなく業務提携させていただいております。）

▼お仕事の依頼先やお問い合わせ
下記のメールからご連絡ください。

",2017-01-16T04:45:43Z,JP,@kaerunoko39,,https://yt3.ggpht.com/AxZ9pYZtmxg3RKkhIdZ3ojENu88w94TknwrbjvSYaW3ZEl4DaKKMyYPij394E0OTU_H_lqx2FA=s800-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Entertainment, Performing arts",public,True,False,日常 VLOG 育児日記,UUpTzpdR5WbXuEkWa6NKF98g,,,
58,UCKpvPwurAJ_dfkdFXPjBiBA,フラミンゴの介護予防チャンネル,https://youtube.com/@@yobouflamingo,282000,1280,52569305,"皆様こんにちは。作業療法士の荻野です。私は東京都大田区を中心に地域や介護施設で介護予防体操の講師として現場で活動しながら、高齢者の方がお家で1人でも体つくりが出来るように無理なく継続できる運動動画を発信しています。

このチャンネルでは下記の３つの事に重点を置いて発信しています！
①転倒しないための高齢者向けの身体作りの運動を配信
元気シニアから100歳の方まで誰もが無理なく継続できて筋力が身につく運動方法やなぜその運動が必要なのか学びながら運動ができます。

②頭と体を鍛える脳トレ
認知機能の予防に必要な「記憶力」「理解・判断力」「計算力」「言語力」を働かせながら体を動かすトレーニングを発信しています。

③介護職員向け予防体操
介護施設のレクリエーションの時間などに行える予防体操を投稿しています。動画を流して見ながら運動したり、介護職員さんがレパートリーを増やしたり根拠のある質の高い運動を学びたい方におすすめ。

皆様にとって有益な情報が届けられるように精進致しますので今後ともよろしくお願いいたします。

【プロフィール】
○フラミンゴの介護予防チャンネル
○YouTube登録者27万人（OT界1位）
○東京都大田区雑色商店街の常任理事も兼任
○予防教室フラミンゴを開業し地域・介護施設で出張体操
○急性期、回復期、在宅期、介護施設、地域の体操教室など全領域を経験。年間約5千人に健康体操をレクチャーして高齢者の健康サポートに尽力
",2020-06-09T07:09:01.041812Z,JP,@yobouflamingo,,https://yt3.ggpht.com/IOZXtQZo1m8svNWYtMAlMXd_6fS5mrKPJWZDHRzDDYY4CcUi3_1Lb-B8t5of2A_L3PjeV2tA=s800-c-k-c0x00ffffff-no-rj,"Physical fitness, Health, Lifestyle (sociology)",public,True,False,,UUKpvPwurAJ_dfkdFXPjBiBA,,,
59,UCMixLkr2-Vch0toq-bYkmuw,ぷろたんの私利私欲チャンネル,https://youtube.com/@@ぷろたんのサブチャン,262000,1194,61905530,"普段は、「ぷろたん日記」というチャンネルでおバカしてます。→https://www.youtube.com/user/protein1214

",2015-12-28T15:25:40Z,JP,@ぷろたんのサブチャン,,https://yt3.ggpht.com/pXiA4i-8s1em5MQ3HBg_lvlcM-mpa6GlZKXeMoCAIXT2kuBOXO5P0YMvNWBOxABCZnHrg9as=s800-c-k-c0x00ffffff-no-rj,"Health, Lifestyle (sociology), Physical fitness",public,True,False,,UUMixLkr2-Vch0toq-bYkmuw,,,
60,UCSbBrzm7jMKwQV93CsDS39w,MELOS -メロス-┃スポーツ×ライフスタイルWEBマガジン,https://youtube.com/@@melos--web4629,249000,3252,69711566,"スポーツ×ライフスタイルWEBマガジン「MELOS」の公式YouTubeチャンネル。筋トレ、ダイエット、トレーニング、フィットネス、ストレッチなどのお役立ち情報を発信中。

★広告に関するお問い合わせは、「editor@appy-net.jp」まで。

▼使用素材サイト
【音声・効果音】
VOICEVOX様：https://voicevox.hiroshiba.jp/
使用キャラクター：四国めたん,ずんだもん,春日部つむぎ,雨晴はう,波音リツ,玄野武宏,白上虎太郎,青山龍星,冥鳴ひまり,九州そら,剣崎雌雄,WhiteCUL,ちび式じい,櫻歌ミコ,小夜/SAYO,聖騎士 紅桜,雀松朱司,麒ヶ島宗麟,春歌ナナ,猫使アル,猫使ビィ,中国うさぎ
効果音ラボ様：https://soundeffect-lab.info/
",2017-06-28T13:52:47Z,JP,@melos--web4629,ja,https://yt3.ggpht.com/mEx-Tm8kkAWkkt7ZVUdKRMwV-mOamlKNGuorTbDGkTAilhvynkJPN-MUlAY799_BjtaDOp_X=s800-c-k-c0x00ffffff-no-rj,"Health, Physical fitness, Lifestyle (sociology)",public,True,False,筋トレ 有酸素運動 フィットネス 腹筋 ダイエット ボディメイク 体幹 HIIT ストレッチ プランク,UUSbBrzm7jMKwQV93CsDS39w,,,
61,UCEReo3ko80VlilHyIM-Lm9Q,ほのぼのかいちゃんねる,https://youtube.com/@@honobonokaichannel,249000,500,87317286,"サブチャンネルです。
ゆるりと動画をあげていきます〜。
　
#朝倉海",2019-06-11T18:42:34Z,,@honobonokaichannel,,https://yt3.ggpht.com/ytc/AIdro_kywij21-krf_Fouai4Qh_bDr3ddAo65oYd7CHOfYC5fw=s800-c-k-c0x00ffffff-no-rj,"Mixed martial arts, Lifestyle (sociology), Sport",public,True,False,朝倉海 kaiasakura かいちゃんねる KAIChannel,UUEReo3ko80VlilHyIM-Lm9Q,,,
62,UCrxyF4F-ComNkP_1laEsRBw,論文で解決 ~筋肉と栄養を科学する~,https://youtube.com/@@ronbunkaiketu,246000,1057,53957734,論文ベースで日々の生活を豊かにする情報を放送します。,2019-11-06T11:52:21.330922Z,JP,@ronbunkaiketu,,https://yt3.ggpht.com/V2Gr531d_JUAjNxzIy9iLZzeH4IRo_bZi3CrvLNGkWTH2TISpm62xyk84mGp8AS9yANW5xeCZg=s800-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Health, Knowledge",public,True,False,科学 論文 筋肉 筋力トレーニング 筋トレ 性,UUrxyF4F-ComNkP_1laEsRBw,,,
63,UCgKiusMsHOWJYx8ZdX30aZA,脳筋ショート,https://youtube.com/@@noukin_shorts,241000,493,881433691,"脳筋：""脳みそまで筋肉""の略。
#筋肉　#トレーニング　#ジム

※著作権などに関するお問い合わせはお手数ですが下記アドレスまでお願いいたします。
For inquiries regarding copyright and other related matters, please kindly contact us at the address below.
Address👉gonf82601@gmail.com


🚨注意🚨
※本チャンネルの完全オリジナルで作成している独自コンテンツです。
※このチャンネルは世界中の様々なクリエイター様を紹介し、より多くの人々に面白いクリエイター様や今のトレンドを知ってもらう事を目的としたチャンネルです。クリエイター様に不利益が生じる発信内容は一切ありません。
※動画内の素材はすべてクリエイターの動画を引用したものであり、著作権や肖像権を侵害する目的は一切ありません。
※本チャンネルで制作する動画はすべて手作業で作成されており、再利用されたコンテンツでは一切ありません。

This channel features completely original and unique content.
The purpose of this channel is to introduce various creators from around the world and to help more people discover these interesting creators. There is no content that would cause any disadvantage to the creators.
All materials used in our videos are quoted from the creators' own videos, and there is no intention to infringe on any copyright or portrait rights.
The videos produced on this channel are all created manually and do not include any reused content.
",2024-06-16T04:38:51.626631Z,JP,@noukin_shorts,,https://yt3.ggpht.com/hrq6YOEs6xUtBFMVeeKsAmDyvyT_GAi0vuWevNxeDXac5xZVTOo9tGxoGJgi2sixa4AQtUq76w=s800-c-k-c0x00ffffff-no-rj,"Health, Entertainment, Physical fitness, Lifestyle (sociology)",public,True,False,筋肉 ジム トレーニング 筋トレ 脳筋 笑い,UUgKiusMsHOWJYx8ZdX30aZA,,,
64,UCPtSGD8iVE5k6l1vs9FbhYA,ハコジム 【フィットネス情報】,https://youtube.com/@@hacogym_channel,234000,238,154063230,"ハコジムは『多くの人を健康にする』をミッションとし、AIトレーナーを搭載するスマートミラーや顧客とパーソナルトレーナーとマッチングするシステムなどを自社開発しているフィットネスの専門企業で無人型完全個室ジムを全国32店舗展開しています！🏋️‍♀️
フィットネス含めあらゆる情報が錯綜する昨今、こちらのチャンネルの内容がなんらかの行動になりそれを結果につながる習慣にしていただけることを目的として皆様の健康に少しでも寄与できるよう、本質的かつ可能の限り中立的な情報の発信に努めてまいります。
",2022-09-25T18:24:51.361701Z,JP,@hacogym_channel,,https://yt3.ggpht.com/q156aIvmTvq-jPmJBPWXBJcezzixhlQDmjU4AxJyjTPTeiv9_BxxfLRzjiWU0g-BBdHLbLgYNw=s800-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Health, Physical fitness",public,True,False,ハコジム 個室ジム ジム トレーニング 筋トレ 筋肉 ダイエット,UUPtSGD8iVE5k6l1vs9FbhYA,,,
65,UC0gex8DAn_KPhHk8ywpEBIw,黒人サムライKOKUJIN SAMURAI,https://youtube.com/@@kokujin-samurai,233000,2434,118125841,"体変えるのはマインドからです。俺あなたのやる気スイッチオンにします！
オンラインフィットネスコーチ
＜＜経歴＞＞
1980年　カメルーン生まれ。
1990年　フランス・マルセイユに移住。
2000年　マルセイユにて大学を卒業。
2008年　極真空手関東大会及び南東北大会優勝、少年部の指導
　　　　  を始める
2011年　極真空手南東北大会優勝
2012年　極真空手全国大会準優勝
2013年　KWU 世界大会 ベスト16
2016年　ベストボディジャパン宇都宮大会準優勝
2016年　ベストボディジャパン全国大会準優勝
2017年　ベストボディジャパン関東大会優勝
2017年　ベストボディジャパン全国大会優勝
2018年 　NICA JAPAN フィジーク部門　グランプリ受賞
2018年　 IFBB LEAGUE PRO QUALIFIER マッスルコンテスト
　　　　　日本メンズフィジーク3位
2020年　 IFBB LEAGUE PRO QUALIFIER マッスルコンテスト
　　　　　東京メンズフィジーク準優勝
2020年　 IFBB LEAGUE PRO QUALIFIER マッスルコンテスト
　　　　　日本メンズフィジーク3位
2024年　ジュラシックカップ.ボディビル
　　　　　ノービスクラス優勝🏆
　　　　　2025年　ジュラシックカップ.ボディビルオープンクラス準優勝🥈",2012-08-09T07:04:41Z,JP,@kokujin-samurai,,https://yt3.ggpht.com/Cemf35va_9kwl0UYabZ2JelpPN6YS-l-rJg7cTl7-E7sPp1xzMl33KFbbjEpVAH3Wh1jEXlGAvI=s800-c-k-c0x00ffffff-no-rj,"Physical fitness, Lifestyle (sociology)",public,True,False,黒人サムライ 桜木町 横浜 パーソナルジム パーソナルトレーニング YOUTUBE YOUTUBER 登録者25満人登録者25万人登録者25万人 ダイエット 規則正しいライフスタイル 食事 グルメ タンパク質,UU0gex8DAn_KPhHk8ywpEBIw,,,
66,UC-uiShEYH03MDBBijeQ9WTg,ダーマスちゃんねる,https://youtube.com/@@daamas.channel,233000,884,227392672,"趣味は筋トレと爆食いです！！
悩みは全て飯食って筋トレしてプロテイン飲めば解決すると思ってます！笑
",2022-06-19T01:41:29.965984Z,JP,@daamas.channel,,https://yt3.ggpht.com/zhbqPBJOmWhiUkoi5NSmZv-MkZfqA4na9KNLh3WBQjKxkGEU3NO17y4NXFTjJIMIJjDTfewb9A=s800-c-k-c0x00ffffff-no-rj,"Food, Lifestyle (sociology), Physical fitness",public,True,False,ダーマス 筋肉 筋トレ 減量 ダイエット バルクアップ 増量 飯トレ 食事 健康 柔道,UU-uiShEYH03MDBBijeQ9WTg,,,
67,UCID4r258VmBcppjglAy8nVQ,家トレダイエット-のりfitness,https://youtube.com/@@norifitness,214000,467,79429961,"どんなチャンネル？➡
トレーナーなしでも理想の体へ
①【脱トレーナを目指した本質の知識が学べる】
②【科学的根拠を元にした結果の出る情報】
こちらをメインに配信をします。

仕事の依頼はこちらから
norihiroabe@dekitore.jp

㈱ボディーチェンジャー代表取締役CEO、㈱できトレ代表取締役CEO
トレーナー兼経営者です。
【経営理念】
Mission『健康寿命を1歳延ばす』
Vision『家トレで体が変わる新時代を作る』
Value『続く仕組みを科学で届ける』
YouTube21万人突破！

・できトレ開発者
・ジム歴0でMJ徳島🥇西日本🥉など入賞多数。
・飲むたんぱく質→https://amzn.to/3ZqsAhG

・脱パーソナルトレーナー！
ボディメイクはトレーナー依存ではなくて、自分が理解して身体にアプローチすることが、長期的にも一番結果も出ます。
弊社では、トレーニング指導より自分で管理して身体を変えるノウハウを教えています。

会社ホームページ
https://corporate.body-changer.co.jp/
今治市店舗パーソナルジム
https://body-changer.jp/

株式会社ボディーチェンジャー
株式会社できトレ
代表取締役　CEO　阿部　紀洋
30歳

【2018年】
建設会社で10年勤務してましたが、軽度の鬱で人生どん底に。

【2019年】
1年で22kg太り、ダイエットを決心。
家トレを開始するも、枝葉のノウハウに踊らされ
6ヶ月間全く結果も出ず・・・。

【2020年】
そこから科学的根拠を元に勉強を開始すると
半年後腹筋を割ることに成功。

1日2分でバキバキ！
などYouTubeを伸ばすための嘘だったと知り絶望。

僕と同じように結果が出ずに悩んでいる人を
一人でも多く救いたいと思いYouTubeを開始。

【2023年】
その結果視聴者から信頼を勝ち取り、10万人登録まで増加。

【2024年】
脱パーソナルトレーナーを目指した
本質が学べるオンラインパーソナル筋肉塾を開始。

【2025年】
家トレで体が変わる新時代を作る「できトレ」リリース。
",2020-06-14T06:45:25.656618Z,JP,@norifitness,,https://yt3.ggpht.com/kbUR_r4S_KBokCUiiblf5xYN2F23xkvSdhavtSr0vPZy5mlrxBjI1QsUQk299dcn2cFungdU=s800-c-k-c0x00ffffff-no-rj,"Physical fitness, Health, Lifestyle (sociology)",public,True,False,筋トレ 筋トレ初心者 ダイエット 家トレ ダンベル 自重トレ 減量 リコンプ 痩せる エクササイズ ホームジム,UUID4r258VmBcppjglAy8nVQ,,,
68,UCLpPzUsiU61Z5vXj0DkfRUQ,鈴木達也,https://youtube.com/@@suzukitatsuya,209000,785,59238742,,2012-01-10T07:58:50Z,JP,@suzukitatsuya,,https://yt3.ggpht.com/hVMDKFumvO7u2lgpZPe4PpyeGkj9521cDkXlY9arThV1wHLRUBrNu6IHuyeUhYz6hfG3rA8EpA=s800-c-k-c0x00ffffff-no-rj,"Health, Lifestyle (sociology), Physical fitness",public,True,False,ダイエット 腹筋 筋トレ 自宅で出来るトレーニング 自宅で出来る 痩せる 脂肪を落とす 脂肪燃焼 鈴木達也 トレーニング,UULpPzUsiU61Z5vXj0DkfRUQ,,,
69,UC1qicJIDF8N9ObDvz8s3AgQ,あざとくて何が悪いの?公式チャンネル,https://youtube.com/@@あざとくて何が悪いの公式チャンネ,207000,856,382633551,"10月から新MC山里亮太&鈴木愛理が”あざとさ”について語り尽くす!!
毎週木曜 深夜0時45分〜放送❤️※一部地域を除く",2020-06-30T00:39:17.240266Z,JP,@あざとくて何が悪いの公式チャンネ,,https://yt3.ggpht.com/ytc/AIdro_lNcb1ODshnqlw1h3DotBGGWx3zOTjR-TTD4k0Ohpu6KQ=s800-c-k-c0x00ffffff-no-rj,"Television program, Entertainment",public,True,False,,UU1qicJIDF8N9ObDvz8s3AgQ,,,
70,UChk-am5Dnxom17GwxT-mY4A,すみっこチャンネル,https://youtube.com/@@smikko_ch,206000,455,233408004,"🌟毎週土曜日朝7時投稿🌟
ありす11歳 ゆめ10歳の年子姉妹👧🏻👧🏻YouTuberです🩷
家族間では、ありすは“スー” 
ゆめは“うめ”と呼ばれています🤣ｗ
編集＆カメラ📹はママ担当
 (コメントはみんなで管理しているよ💖)

大好きなクレーンゲームや一番くじ ガチャガチャなど大好きな事を中心に活動しています💛
やってほしい事があったら気軽にコメントでリクエストしてね🤗

目指すは登録者数50万人✨
ぜひチャンネル登録よろしくお願いします🙏✨

※お仕事依頼はInstagramのDMまでお願いします。
",2020-01-31T07:31:42.408145Z,JP,@smikko_ch,,https://yt3.ggpht.com/YZH5xnlyxHdOsmQVguyKL9Jf0EBMueDwCZrpyiHP_DG5Y5NdCKFduZP2TgijmJhzlQO3gRa5=s800-c-k-c0x00ffffff-no-rj,"Entertainment, Lifestyle (sociology), Hobby",public,True,False,すみっコチャンネル すみっこぐらし すみっコ 姉妹 クレーンゲーム 号泣 年子姉妹,UUhk-am5Dnxom17GwxT-mY4A,,,
71,UCaysl72KVChv02lV_ATtOcQ,しゅんまるのダイエット日記,https://youtube.com/@@shun_maru_otoro,187000,436,81120474,"初めましてしゅんまるです！😃

私は元100kg超えの超肥満体でしたが30kg痩せて人生が大きく変わりました！

人は努力次第で必ず変われるという事を1人でも多くの人に伝えたいという想いでYouTubeチャンネルを開設しました！

是非チャンネル登録宜しくお願いします！",2019-11-24T15:37:34.093685Z,JP,@shun_maru_otoro,,https://yt3.ggpht.com/J4phcfga9oSAwkxzNbPk2DuEFw5Dt29aFhTn3mqna2-rPoYwFSYBnSUxLsN7ZOebm96FnsWeOg=s800-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Food",public,True,False,ダイエット,UUaysl72KVChv02lV_ATtOcQ,,,
72,UCRiAJrsunDC_MLkMgAU1Psg,Ryoji Yoshikawa / 吉川 凌司,https://youtube.com/@@ryojiyoshikawa0117,168000,229,36060983,"◾️Calisthenics(カリステニクス)とは？◾️
↓↓まずは、こちらをご覧ください↓↓
https://m02kas1op3oj17.wixsite.com/calisthenics-journey

◾️僕の生き様をまとめたnote◾️
↓↓少しでも僕に興味を持ってくれた人に読んでほしい記事はこちら↓↓
https://note.com/m02kq

■オンラインコーチング■
↓↓無料カウンセリングのお申し込みはこちら↓↓
https://forms.gle/yhS6fPdf3cf3i8pN8

はじめまして。Ryojiです。
いつもご視聴ありがとうございます。

僕は、2023年3月末で教員を退職しました。
なぜかというと、自分自身の価値や機能をもっと社会に提供して、
一人でも多くの人に影響を与えたいと思ったからです。

現在は、""WSWCF国際認定トレーナー""として、
フリーのパーソナルトレーナーとして活動しています。

このチャンネルを通して僕が伝えたいことは、２つです。

1.変わりたいけれど変われない人、何か新しいことに挑戦したいけど一歩踏み出すことができない人、そんな人が行動を起こすためのきっかけをつくること。

2.Calisthenics (自重トレーニング)の良さを広めること。

そして、『Calisthenics (自重トレーニング)で”理想の身体をつくる”』を、自分の身体で体現しつつ自分の生き様を発信する一つの手段としてyoutube を選びました。

Instagramもやってるので、そちらもフォローしてくれると嬉しいです。
■Instagram:@ouchi_de_motebody 

■↓お仕事のご依頼などはこちらまでご連絡お願いいたします↓■
ryoooji.Yoshikawaaa333@gmail.com
************************************
・2023.9月 チャンネル登録者数100人

Ryoji Yoshikawa/吉川凌司は、Amazom.co.jpを宣伝し、リンクすることによりWebサイトが紹介料を獲得できる手段を提供することを目的に設定されたアフリエイトプログラムである、Amazonアソシエイト・プログラムの参加者です。
",2021-02-21T02:23:17.462465Z,JP,@ryojiyoshikawa0117,,https://yt3.ggpht.com/XyzGBvfH9I6nz9SeNb3uW-z7apciob6sozBMEbX_cVo2ZJgWsQ9oYMDXRZa7XtEtbWzgMVgHePw=s800-c-k-c0x00ffffff-no-rj,"Health, Lifestyle (sociology), Physical fitness",public,True,False,カリステニクス 自重トレーニング マッスルアップ 懸垂 腹筋,UURiAJrsunDC_MLkMgAU1Psg,,,
